,,Libya,Sarir Trough (Sirte Basin),C-019-065,065 C 019,C19-65,,Sarir North (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-021-065,065 C 021,C21-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-025-065,065 C 025,C25-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-030-065,065 C 030,C30-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-032-065,065 C 032,C32-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-036-065,065 C 036,C36-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-037-065,065 C 037,C37-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-039-065,065 C 039,C39-65,65E,Sarir North (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-040-065,065 C 040,C40-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-052-065,065 C 052,C52-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-055-065,065 C 055,C55-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-069-065,065 C 069,C69-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-071-065,065 C 071,C71-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-077-065,065 C 077,C77-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-079-065,065 C 079,C79-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-081-065,065 C 081,C81-65,,Sarir North (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-084-065,065 C 084,C84-65,065 - East,Sarir North (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-090-065,065 C 090,C90-65,065 - East,Sarir North (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-097-065,065 C 097,C97-65,,Sarir (065-C),,
,,Libya,Sarir Trough (Sirte Basin),C-100-065,065 C 100,C100-65,,Sarir (065-C),,
,,Libya,Southern Shelf (Sirte Basin),CC-001-065,065 CC 001,CC1-65,,,,
,,Libya,Maragh Trough (Sirte Basin),CC-001-080,080 CC 001,CC1-80,,,,
,,Libya,Jabal Al Zalmah Arch,CR-001-065,065 CR 001,CR1-65,,,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),CR-001-080,080 CR 001,CR1-80,,,,
,,Libya,Jabal Al Zalmah Arch,CR-001-081,081 CR 001,CR1-81,,,,
,,Libya,Sarir Trough (Sirte Basin),CR-002-065,065 CR 002,CR2-65,65E,,,
,,Libya,Jabal Al Zalmah Arch,CR-002-081,081 CR 002,CR2-81,,,,
,,Libya,Sarir Trough (Sirte Basin),CR-003-080,080 CR 003,CR3-80,,,Gir Formation,Lower Eocene
,,Libya,Jabal Al Zalmah Arch,CR-003-081,081 CR 003,CR3-81,,,,
,,Libya,Jabal Al Zalmah Arch,CR-004-081,081 CR 004,CR4-81,,,,
,,Libya,Jabal Al Zalmah Arch,CR-006-081,081 CR 006,CR6-81,,,,
,,Libya,Jabal Al Zalmah Arch,CR-007-081,081 CR 007,CR7-81,,,,
,,Libya,Jabal Al Zalmah Arch,CR-008-081,081 CR 008,CR8-81,,,,
,,Libya,Ghadames Basin,D-001-034,034 D 001,D1-34,,,,
,,Libya,Jabal Al Zalmah Arch,D-001-065,065 D 001,D1-65,,,,
,,Libya,Hamaimat Trough (Sirte Basin),D-001-080,080 D 001,D1-80,,,,
,,Libya,Jabal Al Zalmah Arch,D-001-081,081 D 001,D1-81,,,,
,,Libya,Sarir Trough (Sirte Basin),DD-001-065,065 DD 001,DD1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),DD-001-080,080 DD 001,DD1-80,080,Messla (065-HH/080-DD),Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),DD-002-080,080 DD 002,DD2-80,080,Messla (065-HH/080-DD),Basement,Precambrian
,,Libya,Hon Graben (Sirte Basin),E-001-034,034 E 001,E1-34,,,,
,,Libya,Sarir Trough (Sirte Basin),E-001-065,065 E 001,E1-65,,,,
,,Libya,Hamaimat Trough (Sirte Basin),E-001-080,080 E 001,E1-80,,,,
,,Libya,Dakhla Sub-basin (Upper Egypt Basin),E-001-081,081 E 001,E1-81,,,,
,,Libya,Sarir Trough (Sirte Basin),E-140-065,065 E 140,E140-65,,,,
,,Libya,Sarir Trough (Sirte Basin),EE-001-065,065 EE 001,EE1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),EE-001-080,080 EE 001,EE1-80,080,Magid (105-A/080-Z/EE),Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),EE-002-080,080 EE 002,EE2-80,080,Magid (105-A/080-Z/EE),Sirte Shale Formation,Senonian
,,Libya,Sarir Trough (Sirte Basin),EE-003-080,080 EE 003,EE3-80,080,Magid (105-A/080-Z/EE),,Lower Cretaceous
,,Libya,Sarir Trough (Sirte Basin),EE-004-080,080 EE 004,EE4-80,080,Magid (105-A/080-Z/EE),,
,,Libya,Jabal Al Zalmah Arch,F-001-065,065 F 001,F1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),F-001-080,080 F 001,F1-80,,,,
,,Libya,Dakhla Sub-basin (Upper Egypt Basin),F-001-081,081 F 001,F1-81,,,,
,,Libya,Sarir Trough (Sirte Basin),FF-001-065,065 FF 001,FF1-65,,,,
,,Libya,Rakb High (Sirte Basin),FF-001-080,080 FF 001,FF1-80,080,,,
,,Libya,Sarir Trough (Sirte Basin),G-001-065,065 G 001,G1-65,,,,
,,Libya,Dakhla Sub-basin (Upper Egypt Basin),G-001-080,080 G 001,G1-80,,,,
,,Libya,Hamaimat Trough (Sirte Basin),G-001-081,081 G 001,G1-81,,,,
,,Libya,Sarir Trough (Sirte Basin),GG-001-065,065 GG 001,GG1-65,,,,
,,Libya,Maragh Trough (Sirte Basin),GG-001-080,080 GG 001,GG1-80,080,,,
,,Libya,Jabal Al Zalmah Arch,H-001-065,065 H 001,H1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),H-001-080,080 H 001,H1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),HH-001-065,065 HH 001,HH1-65,,Messla (065-HH/080-DD),Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),HH-001-080,080 HH 001,HH1-80,080,080-HH-001,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),HH-002-080,080 HH 002,HH2-80,080,080-HH-001,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),HH-003-080,080 HH 003,HH3-80,080,080-HH-001,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),I-001-065,065 I 001,I1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),I-001-080,080 I 001,I1-80,,080-I,,
,,Libya,Sarir Trough (Sirte Basin),I-002-065,065 I 002,I2-65,,,,
,,Libya,Hamaimat Trough (Sirte Basin),II-001-065,065 II 001,II1-65,,,,
,,Libya,Hamaimat Trough (Sirte Basin),II-001-080,080 II 001,II1-80,080,,,
,,Libya,Sarir Trough (Sirte Basin),J-001-065,065 J 001,J1-65,,,,
,,Libya,Dakhla Sub-basin (Upper Egypt Basin),J-001-080,080 J 001,J1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),J-001A-065,065 J 001A,J1A-65,,,,
,,Libya,Sarir Trough (Sirte Basin),JJ-001-065,065 JJ 001,JJ1-65,,065-JJ-001,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),JJ-001-080,080 JJ 001,JJ1-80,080,,,
,,Libya,Hamaimat Trough (Sirte Basin),K-001-065,065 K 001,K1-65,,,,
,,Libya,Hamaimat Trough (Sirte Basin),K-001-080,080 K 001,K1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),KK-001-080,080 KK 001,KK1-80,080,080-KK,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),KK-002-080,080 KK 002,KK2-80,080,080-KK,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),KK-003-080,080 KK 003,KK3-80,080,080-KK,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),L-001-065,065 L 001,L1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),L-001-080,080 L 001,L1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),L-002-065,065 L 002,L2-65,,Sarir (065-L),,
,,Libya,Sarir Trough (Sirte Basin),L-004-065,065 L 004,L4-65,,Sarir (065-L),,
,,Libya,Sarir Trough (Sirte Basin),L-005-065,065 L 005,L5-65,,Sarir (065-L),,
,,Libya,Sarir Trough (Sirte Basin),L-016-065,065 L 016,L16-65,,Sarir (065-L),,
,,Libya,Sarir Trough (Sirte Basin),L-017-065,065 L 017,L17-65,,Sarir (065-L),,
,,Libya,Sarir Trough (Sirte Basin),LL-001-065,065 LL 001,LL1-65,,,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),LL-001-080,080 LL 001,LL1-80,080,,,
,,Libya,Sarir Trough (Sirte Basin),LL-001A-080,080 LL 001A,LL1A-80,080,,,
,,Libya,Sarir Trough (Sirte Basin),M-001-065,065 M 001,M1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),M-001-080,080 M 001,M1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),MM-001-080,080 MM 001,MM1-80,080,,,
,,Libya,Sarir Trough (Sirte Basin),N-001-065,065 N 001,N1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),N-001-080,080 N 001,N1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),NN-001-080,080 NN 001,NN1-80,080,,,
,,Libya,Sarir Trough (Sirte Basin),O-001-065,065 O 001,O1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),O-001-080,080 O 001,O1-80,,080-O,,
,,Libya,Sarir Trough (Sirte Basin),O-001A-065,065 O 001A,O1A-65,,,,
,,Libya,Sarir Trough (Sirte Basin),O-002-080,080 O 002,O2-80,,080-O,,
,,Libya,Sarir Trough (Sirte Basin),O-003-080,080 O 003,O3-80,,080-O,,
,,Libya,Sarir Trough (Sirte Basin),O-004-080,080 O 004,O4-80,,080-O,,
,,Libya,Sarir Trough (Sirte Basin),O-005-080,080 O 005,O5-80,080,080-O,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),O-006-080,080 O 006,O6-80,080,080-O,,
,,Libya,Sarir Trough (Sirte Basin),OO-001-080,080 OO 001,OO1-80,080,,,
,,Libya,Sarir Trough (Sirte Basin),P-001-065,065 P 001,P1-65,,,,
,,Libya,Hamaimat Trough (Sirte Basin),P-001-080,080 P 001,P1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),Q-001-065,065 Q 001,Q1-65,,,,
,,Libya,Dakhla Sub-basin (Upper Egypt Basin),Q-001-080,080 Q 001,Q1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),R-001-065,065 R 001,R1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),R-001-080,080 R 001,R1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),R-002-080,080 R 002,R2-80,080,,,
,,Libya,Sarir Trough (Sirte Basin),S-001-065,065 S 001,S1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),S-001-080,080 S 001,S1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),T-001-065,065 T 001,T1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),T-001-080,080 T 001,T1-80,,080-T-001,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),T-002-065,065 T 002,T2-65,,,,
,,Libya,Sarir Trough (Sirte Basin),T-002-080,080 T 002,T2-80,,080-T-001,Basement,Precambrian
,,Libya,Sarir Trough (Sirte Basin),U-001-065,065 U 001,U1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),U-001-080,080 U 001,U1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),V-001-065,065 V 001,V1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),V-001-080,080 V 001,V1-80,,,,
,,Libya,Nefusa Uplift (Ghadames Basin),W-001-034,034 W 001,W1-34,,,,
,,Libya,Qarqaf Uplift,W-001-063,063 W 001,W1-63,,,,
,,Libya,Dur Al Qussan Sub-basin (Murzuq Basin),W-001-064,064 W 001,W1-64,,,,
,,Libya,Nefusa Uplift (Ghadames Basin),W-002-034,034 W 002,W2-34,,,,
,,Libya,Tumayn Sub-basin (Sirte Basin),W-002-063,063 W 002,W2-63,,,,
,,Libya,Dur Al Qussan Sub-basin (Murzuq Basin),W-002-064,064 W 002,W2-64,,,,
,,Libya,Qarqaf Uplift,W-003-063,063 W 003,W3-63,,,,
,,Libya,Qarqaf Uplift,W-004-063,063 W 004,W4-63,,,,
,,Libya,Qarqaf Uplift,W-005-063,063 W 005,W5-63,,,,
,,Libya,Qarqaf Uplift,W-006-063,063 W 006,W6-63,,,,
,,Libya,Qarqaf Uplift,W-007-063,063 W 007,W7-63,,,,
,,Libya,Sarir Trough (Sirte Basin),X-001-065,065 X 001,X1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),X-001-080,080 X 001,X1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),Y-001-065,065 Y 001,Y1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),Y-001-080,080 Y 001,Y1-80,,,,
,,Libya,Sarir Trough (Sirte Basin),Z-001-065,065 Z 001,Z1-65,,,,
,,Libya,Sarir Trough (Sirte Basin),Z-001-080,080 Z 001,Z1-80,,Magid (105-A/080-Z/EE),,
,,Libya,Sarir Trough (Sirte Basin),Z-002-080,080 Z 002,Z2-80,,Magid (105-A/080-Z/EE),,
